-18,-70,8,-23,-5,-50,-76,50,57,63,30,67,48,36,-4,83,60,12,-51,-94,-18,-15,52,87,-54,-78,50,-59,-81,-10,-10,-56,-12,20,83,86,75,36,30,-96,-19,9,-21,45,-11,-64,42,61,40,-31,76,-42,-10,10,22,68,-31,-48,57,10,-6,61,65,32,91,7,5,-45,-54,-19,-42,32,-73,24,39,-32,-58,32,-64,-18,80,-43,86,26,-64,50,92,-63,-69,-35,81,-12,3,-27,-64,86,-37,-23,76,-4,-81
-90,93,3,-8,-89,4,1,21,-19,74,33,60,22,7,39,-38,35,-91,-76,-8,-62,85,63,4,5,36,27,37,23,92,55,-87,-26,32,-21,73,42,90,1,93,25,100,-2,-83,-94,-45,14,-53,-49,27,-83,8,60,-29,9,-77,-10,67,-66,10,-19,67,-98,74,31,-43,-68,96,77,71,-13,91,61,-6,85,-13,13,-34,38,2,13,59,93,-50,22,-7,26,-31,-86,32,-89,68,82,81,84,-26,11,-20,-66,-69,-17
61,16,12,20,-83,36,27,-12,76,-33,-75,30,45,-62,-14,91,40,79,-39,79,-42,76,-96,-7,-96,-97,-52,-66,-24,-69,-55,-79,-53,-53,12,-25,73,-95,53,21,-94,-63,1,-38,-49,-62,45,1,-63,-72,-44,100,-72,-79,-12,-53,-84,-76,-85,-26,77,73,-9,19,-49,-91,28,-72,67,-9,94,32,72,-76,71,81,-1,1,-43,66,79,80,-97,89,97,-66,23,87,21,-39,-3,-32,-13,-64,76,56,-85,56,3,-92,84
55,75,-66,27,-94,12,66,82,42,-30,-84,-89,-34,5,-30,-33,-81,-7,-61,-86,97,23,-50,29,22,-93,-86,31,-25,95,-9,49,37,-67,-26,28,-77,-6,39,-34,-75,-44,-13,78,-5,54,-69,49,-35,62,-40,27,-11,65,80,-23,-19,-28,-27,-6,-1,-50,97,-65,48,-52,40,58,45,-40,-48,-62,4,51,79,-60,97,3,21,78,12,-54,43,-16,75,3,-90,60,-60,62,-23,42,91,-62,44,90,-39,-74,-56,-14,26
-74,-58,7,-66,-64,-82,35,42,-66,-74,16,-52,-5,-89,-92,-75,-99,-52,-97,11,63,-98,-88,-57,-75,58,22,27,68,57,-23,-78,-88,54,-72,-17,9,-17,-68,-35,80,68,34,59,-24,13,-12,96,75,40,-90,-46,18,-5,37,25,-17,88,-38,-67,38,90,-12,50,-87,-72,65,-71,79,38,-29,41,81,76,90,15,-64,-87,-2,-78,57,34,-9,-89,40,47,-57,-4,66,44,83,-93,22,26,90,87,30,67,54,-99,-11
96,85,-92,47,74,-49,-57,-82,35,34,-80,-25,-69,22,80,61,18,33,-13,-83,56,-47,-16,-12,36,90,44,-8,-96,-24,68,49,98,-1,-51,-72,-84,22,-36,-96,-25,13,22,8,82,25,-73,53,-99,60,75,35,72,-43,-10,78,-65,-99,36,-57,-51,-11,-7,51,48,-17,-57,-98,17,-72,14,-100,-45,56,87,-86,77,-71,32,-96,41,-71,85,94,36,-57,22,-16,74,95,97,21,-88,81,-29,-82,2,-76,-29,-94,56
86,-92,-83,-93,32,96,-50,68,28,82,-30,-7,-59,15,41,-90,0,-62,76,5,-1,-25,-73,54,16,43,48,32,-11,41,-100,40,8,16,65,35,-2,2,46,-16,48,50,55,91,49,68,6,31,-11,-62,-57,65,97,-43,46,-2,88,-11,-35,7,42,-13,91,-28,5,-10,-50,58,-78,1,16,68,88,-18,94,-48,41,23,69,42,-78,-92,19,-76,-27,-50,69,-73,35,80,28,23,-76,20,8,84,-19,-11,85,-21,54
43,-22,-65,25,-12,17,-96,99,-32,-9,45,-66,5,96,64,-74,32,68,89,38,-38,-98,91,67,-86,-100,18,10,97,-40,-52,59,54,45,-93,16,14,-24,57,-99,44,95,-55,-96,-52,-9,32,87,18,65,63,16,-100,-10,60,50,20,94,-51,96,48,29,62,-75,-30,-73,64,-10,82,56,-33,-2,39,81,-43,90,56,-71,10,-2,-98,27,-18,-98,56,1,-49,-60,45,89,-38,-54,-67,91,-12,-55,-42,-5,79,-73,-1
93,-35,32,88,23,15,-40,42,-83,4,1,4,39,13,-73,-47,-95,-96,-70,-99,-79,-11,-19,-85,-3,62,-13,-90,1,-55,-75,27,35,-12,81,-78,41,-97,40,88,9,-2,75,-7,-43,34,34,90,80,-22,-69,-25,48,-78,1,-73,-66,6,-13,-69,86,96,-69,-30,-83,-60,10,-53,19,-59,80,-27,28,20,-31,-1,-93,-55,52,-4,5,98,52,-7,-54,-73,-12,-74,39,94,-43,96,94,-16,47,-65,-3,39,-14,-22,-52
68,8,-56,-74,89,-50,-28,93,-15,57,-70,15,9,-87,-45,42,-53,80,-59,56,26,-61,-56,-87,-3,-36,-35,49,-23,-88,-44,-7,-17,64,-25,73,-71,-83,-87,62,34,54,-1,-70,-52,13,-78,-82,-72,-61,-76,80,-31,-84,68,-69,23,6,-21,98,11,46,-24,-33,-90,54,-41,-13,6,-89,-29,44,-91,-4,-47,-22,-2,57,-76,-10,58,85,-82,80,76,8,59,-7,-87,-63,-78,47,-76,73,23,53,-34,92,22,12,-90
