-16,-36,-35,-93,85,-36,-4,92,-25,-33,-80,-83,-73,-94,8,19,-86,-53,16,-81,-14,89,21,86,-52,16,-64,-95,95,-60,44,-1,66,13,-25,65,27,-83,28,-71,88,74,-28,-84,53,71,-27,36,43,61,35,38,-17,60,-82,53,99,96,-80,62,46,-4,86,65,17,-32,-57,-16,-66,82,-48,54,-8,-61,-72,2,-18,59,70,-83,-65,11,-22,76,53,-58,77,15,-79,89,-92,-99,-93,-9,15,-10,-45,-60,36,-88,-98
-7,60,40,-46,-73,15,77,-47,21,-86,10,77,-40,1,7,-44,88,49,-99,61,-9,92,37,-19,15,-21,50,-84,69,64,96,-74,40,-67,71,-77,44,-73,92,60,59,-98,-78,-96,69,-65,53,-31,-12,-54,69,-8,-6,42,-24,-62,46,55,76,91,-64,37,-42,-4,66,-12,-5,52,-6,-82,-40,28,-7,-62,-13,-63,-34,35,34,42,89,-95,-37,76,3,-38,93,-79,58,-74,-48,56,-46,-75,66,52,15,-97,-24,51,36
67,91,21,68,54,-21,100,-100,-34,85,-35,82,10,0,10,87,-38,-36,-38,12,-75,-99,82,-56,70,7,-85,75,37,91,77,0,60,-43,1,-86,-47,58,-59,-83,-25,19,-9,51,-40,-60,43,-81,-87,-11,78,85,18,30,76,-99,-74,-59,52,-43,0,56,77,-87,6,-83,-13,54,-71,-7,93,-44,-26,28,-44,-82,-56,35,-51,-16,-9,43,-12,-48,-42,93,-79,-47,57,69,15,31,65,-36,54,26,-29,69,30,-5,72
88,-97,78,86,-76,-86,-55,-73,21,52,-88,79,-61,-67,-87,-2,-100,12,-74,25,17,94,68,-45,-28,81,-43,-57,-7,-13,-82,-30,12,-91,36,74,36,-22,54,-49,41,-53,-21,69,7,46,-14,41,44,-47,-99,-49,-10,-15,-37,81,-78,95,-83,53,-22,97,-50,56,-8,-43,72,-46,27,98,81,50,69,-95,-88,-83,-90,-71,25,11,-71,-20,33,2,21,-76,-42,37,-22,-74,65,-27,-79,76,-99,-39,-11,-59,87,58,5
39,-99,66,-54,37,60,96,-15,-96,9,69,55,45,-78,-57,-13,-86,-60,73,82,84,-59,-79,57,71,-23,-27,-94,67,-40,83,91,35,24,70,-26,94,-43,-66,-12,4,39,-86,48,44,89,-58,15,17,66,39,73,64,-91,-100,97,-14,-73,-50,18,-18,-74,63,-34,-61,9,62,33,-45,15,64,-63,-59,7,20,-59,-67,-33,-23,-84,-27,-57,-42,97,-50,-63,73,72,1,95,22,43,64,-59,12,72,-79,99,-81,67,-25
55,90,-10,20,80,-42,75,63,-68,-49,-82,23,32,23,41,28,26,41,-52,-58,2,-66,48,-14,-35,41,38,74,48,-72,-45,47,88,71,-86,90,45,52,-14,21,-15,0,-54,69,-9,58,-80,-11,-49,-75,31,28,32,-38,-16,53,2,-44,68,97,-71,-30,12,78,70,-45,-83,-23,59,-6,-5,-44,-32,37,-51,82,14,-52,11,96,46,32,-84,-15,-47,82,-63,-100,71,-97,70,-27,17,54,94,-77,3,-73,19,-91,-16
77,-18,-49,-70,-21,95,16,44,-73,3,-88,-10,36,-70,68,26,41,2,75,82,93,-19,66,-26,-3,-72,85,23,19,-28,99,-76,-54,-31,19,69,-33,-53,36,99,50,-11,-87,42,-62,39,-5,92,-48,-54,-43,-32,-83,17,-61,54,-47,-49,-59,77,67,-10,-22,7,88,-88,-16,62,-26,34,49,15,0,-78,37,21,-43,8,-61,16,-96,93,-32,-76,-29,17,-51,97,-11,94,55,-100,49,-33,68,-17,56,95,38,-3,-70
-53,-93,40,-31,96,38,19,-30,97,14,70,9,64,-16,-35,96,99,-45,19,96,32,62,7,-70,38,83,-29,55,-23,68,35,39,-61,-47,82,-96,98,0,27,32,-98,-84,4,-52,-80,-55,79,-67,-23,75,83,-40,66,73,-58,18,-97,-13,93,94,81,-32,-94,-98,35,-96,-95,-51,-40,-33,76,99,60,42,67,-2,-21,-33,-84,6,-32,36,5,74,-55,23,-84,-16,24,37,39,-72,13,27,79,-42,12,68,-61,3,-76
80,9,20,83,-89,-75,-19,7,-4,86,38,74,-91,-57,-7,-27,33,27,72,26,-46,-57,34,-66,-45,-82,-14,-46,17,-63,-1,-53,-52,83,98,-36,53,-36,-60,67,23,100,36,24,88,-42,89,-75,38,-51,-26,12,74,98,-48,55,-63,-25,44,81,10,47,-77,-87,-94,-72,-22,49,-62,57,-30,-16,72,-70,-1,46,-24,-49,21,-98,-98,-24,40,4,34,-32,-91,-95,4,-9,-75,94,7,-54,-77,-40,-83,-7,11,-88,-7
-64,34,27,47,-83,75,-40,-46,20,83,-31,37,53,94,-87,-10,26,-28,-10,40,-13,-15,-97,-90,-66,-28,52,-73,81,-17,49,-51,55,-13,31,32,-34,-78,-13,-94,-44,47,-39,82,-50,-40,33,-5,-83,-52,23,-58,-58,83,-75,-95,-27,-43,-63,-80,79,84,46,59,37,90,-99,-56,-92,82,-41,-82,84,-84,-69,27,-87,-38,-48,50,100,-14,96,11,96,-29,-65,78,29,79,64,75,-62,-59,96,-63,-60,-5,65,66,3
