67,-93,-3,-89,-48,54,-92,71,3,96,67,-55,-44,18,-54,1,-9,-46,60,37,-95,89,-59,-51,-98,-88,-62,-67,-79,100,-70,-19,38,-96,25,-56,43,-24,-57,67,-95,26,6,-90,-84,34,68,25,-82,-63,-18,26,83,-40,-56,-24,-86,36,81,4,-15,40,-87,-86,-7,17,-96,99,34,74,46,-98,0,46,-41,-58,-43,-39,-88,68,-27,-23,-30,95,-58,17,77,15,-74,-60,-92,37,-76,7,58,11,20,2,4,12,-32
71,24,-34,42,-38,90,-76,-70,2,-34,90,92,-21,-21,66,92,-42,49,53,43,61,-33,27,61,-2,73,52,57,-54,26,30,-90,36,19,-32,-77,-68,-42,7,8,71,-56,-47,-58,37,-24,-4,32,85,-72,-66,72,-54,16,-73,-55,44,-11,-47,16,15,33,-27,59,35,-73,65,79,-91,71,-55,57,20,-71,16,-58,-31,-42,11,47,-61,45,-31,-69,23,4,-74,-19,-29,40,-12,-46,-20,-4,-15,24,31,-15,71,85,-54
-45,-32,26,37,91,-63,-15,63,24,100,23,-55,94,3,16,6,-50,1,-93,94,27,67,-84,-22,-74,-9,19,-41,-88,1,-13,34,30,90,89,24,50,-9,-45,-60,-84,-10,27,8,-37,77,-33,52,-73,-37,-100,-50,-94,-23,-47,68,-57,-99,-72,56,-34,-41,45,-13,80,87,90,-33,-48,-57,43,64,50,65,14,-65,46,34,-8,30,-95,-76,5,88,-84,-92,27,-69,52,-44,-90,61,73,-2,80,20,71,-32,0,-26,-100
-11,5,36,-56,-22,-100,96,-88,66,-44,-10,23,6,-70,-88,-72,13,-9,-14,-57,-11,-53,66,-71,62,0,94,82,90,61,-23,-32,26,-71,95,79,-81,26,-71,-25,60,-95,-13,78,95,58,-66,-52,-37,-42,-82,63,48,-18,-11,-21,-91,85,49,-61,94,-7,48,71,-31,10,-38,12,67,-16,-64,-14,29,97,-17,37,93,-34,-91,99,-94,-16,51,-36,-96,40,-32,-17,-66,5,-80,-19,-13,-57,4,-63,19,-60,92,-38,-64
28,37,-92,-98,-75,80,22,-56,-71,-26,57,-70,9,-28,-51,-30,78,-96,-19,-87,-80,-90,57,72,53,6,-69,82,63,-91,26,34,16,-7,84,-68,68,-62,18,-92,94,25,-29,-47,76,-43,-97,31,-31,18,-43,-56,14,64,-58,65,-46,94,82,-20,76,50,-31,46,74,44,-73,-64,-24,-88,-41,-15,-43,-49,-8,82,-39,84,-75,-49,88,-54,-97,42,99,34,10,65,52,64,63,-18,-49,-7,-6,-10,-70,84,-9,-79,-60
52,17,40,22,35,68,86,84,-69,-30,45,-93,-54,-81,31,10,74,58,15,-93,43,-10,24,61,-13,61,95,-55,-66,43,26,29,-3,80,43,-6,-49,23,-63,41,-71,7,21,54,-94,86,61,-72,-78,-98,-55,27,-13,-14,66,-7,-29,55,31,57,97,-36,13,-20,-46,-89,59,41,36,38,-44,-49,-14,48,47,-42,-76,55,-61,-91,75,-93,24,3,48,94,68,1,6,-51,-10,35,55,-24,34,81,-81,-1,-75,-36,34
-68,-13,-35,24,-74,90,-3,26,-90,-43,-99,65,-40,87,54,-34,-11,16,93,-69,-31,-8,8,-39,97,56,88,64,-30,-81,-15,-92,37,-30,17,-73,-12,-24,-1,46,28,74,-62,-9,-33,24,31,100,-2,-83,-45,-52,39,50,-57,-51,11,-22,39,-6,6,0,12,-96,-93,1,-94,5,-74,63,12,-68,90,56,71,-96,-73,84,-48,-9,-33,-62,78,-75,-65,-39,25,-92,-83,86,7,-76,17,-89,-55,2,-10,92,77,-87,3
15,63,72,-57,-79,14,62,-14,-41,100,-53,65,-9,-1,85,95,60,-22,76,72,-39,98,-8,-32,63,-81,1,15,39,21,-22,11,-57,90,41,-2,77,-84,93,72,-29,-88,11,86,-94,74,-41,-33,-22,-40,39,38,-60,29,-48,-60,67,42,2,-100,61,-52,67,85,-78,5,91,-19,19,-61,57,57,-75,26,54,-56,87,-10,37,15,18,48,-30,-51,55,-51,21,18,51,99,-70,30,81,74,52,-8,-87,-77,-33,-21,-61
5,-92,-44,35,-70,-1,88,7,-75,-23,-38,48,2,-2,-54,29,-17,14,97,-54,10,-30,-32,-77,37,16,-33,64,23,-11,-6,-82,76,100,82,-11,-24,-61,3,-50,-100,-50,-86,-68,80,-94,34,20,-96,-95,84,-93,37,100,79,52,89,26,6,-76,-39,23,23,-61,-54,-11,83,-70,-65,-53,42,70,-30,-42,51,37,-45,-90,-3,-71,87,24,72,39,-46,94,-48,-26,27,93,-64,-89,85,-84,54,-72,27,-91,32,-48,88
-63,65,37,-91,-68,-23,-64,-38,20,28,97,34,-28,-80,-25,84,44,-66,-58,28,57,78,40,-56,-94,20,-39,-34,-47,12,47,63,-72,-51,-33,95,-8,-79,-85,-67,-57,-33,-89,78,-69,-33,16,51,76,61,0,14,26,-44,-43,39,25,-18,-43,-35,8,98,-69,-54,-5,-30,11,-69,-81,36,33,-24,-92,-36,-2,-31,-22,33,-70,-50,-74,47,-80,-73,-59,10,78,-14,-62,-5,-94,-1,62,51,99,12,-88,0,3,-27,29
