-35,11,-7,16,-61,61,46,70,-97,15,24,-36,-76,-72,35,-22,-51,79,-41,65,84,-24,-79,-84,24,41,44,7,-26,-61,99,-78,-50,72,45,18,24,-70,66,52,15,-80,-51,33,78,61,92,-1,-67,16,63,-44,-7,-7,70,-44,-4,-8,-80,65,-68,-57,-16,-68,-95,51,33,88,-79,-24,22,-89,30,-58,31,-85,5,71,22,93,70,30,-52,-85,90,-87,39,25,16,53,48,73,65,-4,70,4,6,0,-33,61,7
64,8,-28,-69,-75,19,18,-52,-78,71,63,-41,71,43,47,20,-96,-58,92,18,11,-96,-35,-1,28,8,15,85,-39,-33,56,86,-19,35,-3,22,3,47,36,77,-67,-59,60,83,-22,-53,29,48,68,20,94,-94,11,-100,-64,88,-97,-44,73,33,22,79,-91,-33,57,-17,-71,-78,35,-15,-8,20,22,17,8,88,-24,50,59,62,75,-10,-8,-55,27,-37,-59,-42,-84,-1,-79,-95,-59,26,94,41,-75,12,99,-87,3
-66,45,95,-3,75,42,54,28,12,38,25,14,33,99,61,-44,-45,-63,-30,-55,-50,78,78,-63,-24,-74,23,3,76,41,100,97,53,0,40,45,55,-87,58,62,94,5,-71,76,92,-49,4,-26,-45,69,39,-55,-83,84,-8,26,-48,-85,-84,-60,32,60,-21,-69,-57,-31,93,12,39,89,-47,60,18,61,54,-42,30,47,9,36,-71,36,-94,-91,59,61,-73,-30,6,-46,-23,-58,-68,-38,-16,56,-82,23,-34,91,-93
4,58,-32,53,100,-10,-19,59,42,99,-21,98,-67,93,46,98,-29,68,-1,81,-27,-90,86,-67,18,-26,-8,47,-70,-59,-69,-37,39,43,-8,27,0,-92,-28,11,12,20,51,-5,4,69,14,-12,-29,-54,-69,-48,14,-10,-66,-16,-26,-96,-89,41,-33,36,78,4,59,-47,-37,-98,20,86,-71,52,-40,77,-51,65,-68,-94,-1,-60,-24,-18,-44,-5,-98,-80,-25,36,-82,19,49,-8,-50,-15,-79,-26,80,41,78,-45,56
27,47,-10,39,-77,-14,62,97,-39,99,17,7,-90,-12,-58,65,54,-44,-6,69,-37,-57,-96,54,-30,5,-45,19,-79,-99,78,94,89,-43,-82,-47,-57,-74,33,45,7,-85,-2,89,11,28,75,-67,71,-47,20,-45,-82,41,-69,83,-51,-84,-58,76,-5,-10,-56,33,-82,-50,-13,-53,-5,-96,-8,-30,42,-78,-89,-68,43,32,83,83,-79,-37,-87,81,88,-29,54,-36,-100,34,-61,-86,-82,-76,92,-21,5,-29,-63,67,-60
96,70,22,75,-9,-11,66,53,55,87,-14,36,20,-6,7,-50,64,-14,-56,-27,55,5,-12,-69,-71,69,-1,-95,91,-87,-95,97,-35,-63,30,20,3,-74,-54,-24,55,61,-56,28,-89,-90,46,5,61,-94,-12,12,-61,96,-28,-35,32,-48,-95,-57,33,31,48,90,-75,-18,-24,77,57,-14,98,-35,56,-60,49,93,-95,-78,95,82,-9,-56,-23,-10,-19,20,-36,0,-58,-38,39,-40,12,-9,63,-4,59,-65,-59,87,8
68,77,55,-24,-88,74,26,6,4,33,2,50,-67,73,88,-80,-65,-20,96,29,17,80,-73,-60,10,62,56,100,17,33,12,23,-2,-63,39,38,19,68,-26,92,-12,35,55,7,89,-66,43,-81,-95,33,15,-22,-33,-44,29,94,-7,83,19,-50,70,-86,-64,19,-66,27,70,51,43,1,14,-99,-26,-67,62,-88,-43,-29,-52,99,28,74,81,-97,69,62,47,53,76,83,76,-58,-2,27,64,38,-53,-94,-14,26,-70
-69,-68,-99,16,-18,35,5,-33,95,-62,-63,36,-23,-39,-90,-72,-54,62,-71,43,69,-89,-17,41,80,54,-89,21,35,55,46,-32,16,-19,-85,51,-64,-3,-1,-32,-1,-6,-91,-43,-7,88,86,63,95,16,71,-61,63,76,35,-98,-57,79,21,-30,-87,64,-84,64,78,46,62,-54,70,22,-38,45,-79,80,64,-43,31,89,77,68,-7,-2,-81,4,92,-28,-53,81,65,-71,10,96,48,51,79,-36,85,-47,25,37,64
20,-40,67,7,57,-44,66,-47,-24,-98,56,9,11,-48,24,-47,60,-22,94,47,36,-84,-28,97,19,-24,29,-69,22,-36,55,16,-39,36,-16,41,-70,-89,99,11,83,-68,-45,18,-9,73,-30,75,67,-30,-67,-32,-11,3,-43,0,-31,-50,95,-79,41,34,52,80,69,-60,-48,-42,-80,16,72,-20,29,-22,-26,100,9,22,-34,42,64,66,7,72,-8,-39,93,-33,-35,-78,-25,-14,-79,83,42,92,3,-4,68,-82,-59
36,33,-5,-20,-23,45,-5,2,-37,-71,-15,100,88,-23,-2,16,26,-85,56,-21,-60,34,46,-2,-79,98,17,-98,-99,72,-73,-60,-67,-79,-18,-30,49,-37,-87,25,-74,-66,56,5,-42,-69,-29,-19,-10,-5,36,12,71,-95,-57,89,-7,-42,62,36,-20,-79,-79,9,99,20,-24,-27,75,78,-86,-57,-79,41,22,-47,-69,32,89,-35,-33,18,-89,-48,-85,-30,73,-72,-68,-84,37,62,75,89,-61,-90,67,-70,-80,-10,58
62,12,93,-31,10,25,54,67,58,-24,5,-46,41,48,-11,50,-56,57,-17,78,-65,-78,-92,-99,97,-10,-57,75,-23,-62,40,-82,-49,-2,57,34,22,-5,-21,-52,99,76,-58,59,60,-14,49,60,73,49,23,-22,-34,98,-39,-91,-77,-19,7,21,-62,67,-61,-20,-23,-4,-60,-28,36,93,38,75,-49,85,-54,96,40,-49,-93,69,88,3,3,11,86,-21,19,58,89,80,12,97,6,-21,80,-89,-27,-58,51,-70,-52
88,98,-7,73,23,43,85,68,-69,-44,74,-29,-10,72,-95,-22,13,-78,32,28,-57,67,74,-8,98,86,-100,-32,-78,-71,-81,-32,65,-80,91,-2,96,48,-19,-91,51,99,11,25,-51,-3,-37,-74,-64,10,-90,72,34,-80,-90,-7,-100,-97,37,-29,-53,-19,-36,-36,7,-91,37,43,-20,17,-10,98,60,-87,97,-92,-70,-24,-15,-99,47,58,-98,61,-93,-72,-7,46,-64,64,24,-73,78,-40,-56,89,-58,2,54,45,30
-60,86,-43,9,74,2,84,75,66,49,41,-86,65,-64,22,10,56,-60,24,-26,-95,22,-12,2,45,-4,-29,19,18,-55,15,-5,25,-81,-5,62,28,-44,47,21,-68,-21,-84,20,19,-66,95,-42,-39,77,-65,-76,47,-5,51,90,-43,-46,-37,-74,98,-12,9,-13,27,-97,39,-45,65,20,18,-54,17,-61,16,-5,-41,-14,84,100,-7,7,-45,-20,17,-18,-25,22,29,63,-99,-9,-69,45,-73,65,-39,97,66,60,-69
48,17,53,62,-99,-87,-74,95,13,12,98,-36,-43,51,50,66,46,41,1,-100,98,66,-54,98,-26,-26,-47,-84,83,86,-22,-14,-57,-3,16,-15,-23,18,-80,31,71,21,-74,50,-6,-97,39,68,-7,-62,-67,-84,59,62,-65,49,-19,5,97,7,-50,-28,6,-61,-81,-25,67,61,-10,71,19,83,-51,24,11,-96,71,80,14,47,-85,8,-57,-74,81,-92,92,49,41,-93,-13,85,17,-7,28,81,11,76,79,-52,37
56,-20,66,-47,-1,-67,-17,-15,-89,-86,-78,9,25,37,26,-46,2,10,28,-13,25,24,-61,-39,-63,-71,76,-2,-99,58,-61,-4,-5,42,-77,60,-43,-66,-28,-29,-52,-28,-23,-65,37,-82,-30,36,33,-81,84,-16,-31,93,41,19,20,85,-14,-56,-99,81,-44,47,78,68,-41,-10,-1,-21,-67,84,-57,-40,-44,-92,17,-35,-77,20,7,-6,-97,-47,15,3,-26,53,42,-60,52,-8,9,90,28,-35,-31,-36,60,59,-96
-27,-43,-30,-55,-68,55,97,1,-11,-39,-6,94,64,79,-18,-68,-37,3,98,-81,84,13,1,88,21,61,-80,16,16,-8,55,-38,-26,17,-63,1,95,23,-50,91,89,-3,78,6,-88,96,95,77,-30,27,-88,7,41,22,30,92,90,-4,83,-6,-84,-53,-22,66,7,-83,-100,-19,33,100,46,87,26,-6,-2,15,-15,-65,93,8,23,76,-69,-83,29,17,-15,65,41,-29,9,-82,-98,11,-77,89,61,78,-63,-46,10
-93,99,43,28,-61,80,-58,-69,1,68,-48,-62,-55,-35,28,94,-94,-49,-72,-76,-27,85,84,68,-71,-46,-21,97,-44,-78,-11,4,85,4,68,-31,-67,75,-9,72,0,44,-47,-76,-70,-59,-79,-24,-35,65,33,4,-19,-12,-57,-44,-10,88,-79,-34,56,-63,20,11,-59,-63,74,24,-53,-46,-93,22,-62,52,19,58,41,-36,65,-39,23,-7,-100,-78,-87,38,32,-23,100,-46,70,-72,-51,-84,19,-74,-76,-74,15,-19,68
12,-31,14,-76,-72,29,-14,-30,81,-41,63,-15,-78,28,76,-57,-70,-93,-90,-27,-100,-15,-99,22,22,-24,-65,24,-42,7,-40,99,31,68,1,-39,-15,-20,-55,-56,2,88,-65,-6,100,-47,-20,29,-68,85,-41,-33,-19,70,71,39,23,53,59,-15,69,63,-25,-4,70,-17,86,-51,25,23,-22,-35,57,-95,46,62,-56,44,-18,-100,-19,66,-45,-17,72,81,-96,84,89,-82,-20,17,50,95,-8,24,-68,92,90,-99,48
75,58,-97,66,81,-73,27,-99,36,-49,2,19,66,84,89,-7,-25,-47,1,82,-66,-73,12,-18,-75,-36,-38,36,-31,-14,-10,-56,-53,-48,-98,78,-17,36,80,-43,-47,10,-2,-99,93,-99,-72,67,-74,31,96,-53,75,-40,95,-49,-56,-16,-48,-40,9,-88,-91,6,-67,-42,-37,-2,-13,-88,-34,89,28,-9,-68,-99,-73,-52,0,90,2,-36,95,-72,75,27,-34,-53,37,-66,61,-64,15,-7,40,15,-72,-88,-17,59,77
68,-83,-66,73,2,-5,-91,-51,-60,-71,-77,-37,93,-29,78,68,-5,46,61,71,22,-44,-81,44,-89,-61,-82,59,5,4,-64,-20,-6,-22,34,98,18,69,62,15,-67,-14,-70,76,30,-97,-57,-4,75,-44,62,33,-1,18,11,-36,57,80,-53,-25,-43,-89,-63,-7,-5,12,-66,-17,-25,57,-44,97,-94,60,65,-47,68,-46,-29,-5,75,-23,70,30,43,42,36,72,42,-91,93,14,-65,62,-59,47,13,-36,64,0,-94
