20,64,97,-58,25,14,32,14,-29,-23,-3,55,-73,23,-62,14,-41,83,46,24,97,-73,-22,-60,61,-2,80,41,-73,-5,-53,-2,41,-7,-61,-80,67,-94,42,46,-87,-81,81,-82,58,-27,16,-94,-30,94,-7,79,77,-58,-66,-59,-82,-40,24,23,62,-21,-48,52,-38,64,59,49,-51,100,9,39,-17,69,-87,-92,-49,61,-42,-34,95,-50,-59,69,16,17,-99,-24,65,83,-61,11,76,53,80,-92,82,90,66,-82,44
51,79,69,-36,25,-57,7,-50,-71,-51,43,71,0,20,-32,3,88,-30,-22,-52,51,33,37,56,-76,96,-8,43,29,55,86,86,-41,-45,-99,37,10,-70,-46,40,0,-82,-97,43,-39,90,73,89,-78,-84,84,33,95,57,12,-38,0,-36,-5,-38,1,25,-22,-65,-2,-74,-66,-90,48,1,30,38,-97,-23,46,10,86,-74,23,-35,81,-34,-20,-33,-66,32,-13,-95,46,29,71,59,-53,-94,36,61,-33,95,82,-49,-3
-58,-75,-53,1,-38,-53,48,-53,-70,-92,1,-33,-39,70,28,68,-25,24,-64,-48,80,-96,50,-9,66,-68,-71,-40,38,38,-5,51,36,91,-75,25,21,-86,23,54,-91,-3,-49,-53,89,-40,20,87,-27,-47,-75,27,26,81,-64,-39,-25,23,-99,-51,-33,-91,-15,-83,-2,-100,13,-55,55,-40,37,-84,-94,82,-58,-28,30,85,-68,-30,95,78,-91,-10,-41,75,-67,18,-9,-41,83,-57,-98,-100,-70,-98,-28,-10,66,51,-16
89,-88,99,-5,40,88,40,-40,-3,-48,-88,-12,52,96,95,-46,13,-96,-59,14,-76,-78,-4,-97,60,37,-56,30,-55,-98,76,32,-24,-47,73,69,-88,58,-93,3,-45,-31,-24,48,-38,67,-5,100,-44,-4,39,-75,1,47,65,13,4,45,2,-21,51,-81,79,-5,8,-79,-22,5,29,64,54,90,-89,83,-28,-60,10,-9,86,-91,82,61,27,63,-38,11,-38,48,-25,-97,-60,-90,-45,-85,-49,-72,-58,-19,-53,21,77
-73,-79,61,-19,52,-66,29,40,73,-41,50,18,-19,-16,32,-37,26,-33,69,47,40,-79,-60,-85,-37,13,-29,-16,-39,-56,-37,-6,-88,41,49,22,-100,-65,-2,-68,-97,-76,67,-49,20,-18,30,-86,-63,-22,4,39,90,42,-69,74,47,-15,-56,-7,-20,-90,-41,48,82,-32,39,90,-29,-62,2,74,-69,79,6,3,-61,-81,70,51,44,61,53,51,-40,-82,3,98,8,-31,37,-49,-17,97,-97,35,12,36,85,-50,87
-25,69,71,-75,-22,-32,43,-76,-25,-61,-56,-33,-45,-4,52,92,-64,79,80,-3,-13,-83,23,41,-86,52,-16,-25,-67,-40,-34,65,9,11,51,37,79,59,22,-99,-89,45,18,-32,9,32,69,36,-67,-52,73,-12,48,5,26,-96,9,46,71,-38,-46,63,-77,-44,83,-14,14,-77,-16,37,-50,80,87,-71,-66,-41,88,41,37,-24,9,21,99,41,-2,-47,79,94,-94,-49,-80,-89,22,-47,45,27,-27,-17,-52,-57,66
26,60,80,55,-77,39,5,-48,-28,-41,-79,10,71,-96,41,10,-78,-20,-21,-65,45,-5,1,-43,47,-15,-82,-27,-96,-26,87,-40,41,30,61,39,-87,79,90,6,84,-17,-56,-22,-6,32,-69,-49,-38,-72,60,-98,-28,-37,11,58,76,-3,-80,-77,3,41,58,-13,92,-92,45,47,41,78,70,60,-9,-50,95,3,61,-9,-2,-35,-6,-57,63,-85,57,71,99,-28,-30,-40,-58,57,-63,-100,53,14,79,-7,45,87,-65
-68,24,-22,69,-58,-61,27,-11,94,7,85,-44,68,87,76,50,-6,-37,-12,28,-55,-37,-38,-42,51,74,77,-61,17,-93,-68,-8,93,-8,31,-78,71,52,44,-90,-57,37,-95,67,87,-16,-63,-57,86,9,-76,-35,-94,-59,93,-94,-82,27,-97,10,91,-79,82,74,58,32,-72,-57,-87,77,-69,-94,22,100,-61,34,-56,-25,20,-12,32,45,-72,21,-25,-50,14,-43,53,92,45,-90,-43,84,-80,-18,76,-28,54,-88,58
-33,87,-84,-80,35,100,81,-88,85,98,-56,34,-63,3,-56,23,25,-47,-40,-41,-42,85,-5,-75,13,55,-43,26,-95,-87,-26,14,6,-55,85,56,-39,89,55,-65,34,-47,-97,49,93,77,-3,96,-64,-62,43,-39,56,-3,85,-41,-25,20,-91,-92,39,-13,-90,-28,2,42,-30,69,-33,83,-1,100,95,-9,-65,-31,-65,-53,96,-83,-75,46,-19,32,-81,54,-95,20,2,23,16,-26,-67,30,-33,61,83,-65,-77,29,-57
33,-68,28,-14,20,-73,65,-1,83,-11,-34,-57,24,-23,88,61,-99,-41,21,45,-97,66,-45,85,33,39,20,-6,-66,84,8,6,-22,-52,-70,41,17,13,-41,97,83,-31,-40,-57,-68,89,-49,99,24,-9,-14,84,-86,38,-33,54,-37,3,94,-87,86,60,73,99,-54,96,26,9,-27,63,14,-78,53,-2,-15,-16,75,77,26,-8,-82,60,-82,-58,-38,82,35,77,69,-88,-51,-59,-34,-16,27,-26,18,-79,13,-28,-19
